| Sector | Object_Name | AGN_Type | Chi2_Flux/StdDev | Reduced_Chi2_Flux/StdDev | Chi2_Flux/Errors | Reduced_Chi2_Flux/Errors |
| 04 | NGC1489 | S2 | 963.2269 | 1.0458 | 3918.3310 | 4.2498 |
| 04 | PGC097372 | S2 | 955.2178 | 1.0485 | 4526.1310 | 4.9629 |
| 04 | PGC012776 | S2 | 2351.9104 | 2.5399 | 221509.0326 | 238.9526 |
| 04 | ESO549-036 | S2 | 1092.4830 | 1.1760 | 5253.9256 | 5.6494 |
| 04 | PGC868533 | S2 | 1133.3010 | 1.2199 | 10204.1338 | 10.9722 |
| 04 | PGC097508 | S1.5 | 954.9888 | 1.0203 | 6664.6366 | 7.1127 |
| 04 | PGC011080 | S1.9 | 977.3679 | 1.0487 | 10737.0664 | 11.5081 |
| 04 | NGC1125 | S2 | 919.4913 | 1.0005 | 4099.3114 | 4.4558 |
| 04 | ESO479-030 | S2 | 1070.1929 | 1.1582 | 3829.7515 | 4.1403 |
| 04 | ESO545-013 | S1.5 | 1506.5368 | 1.6199 | 9445.8739 | 10.1459 |
| 04 | ESO304-011 | S2 | 940.3578 | 1.0079 | 4530.0043 | 4.8501 |
| 04 | PGC132310 | S2 | 1048.2662 | 1.1247 | 4888.5736 | 5.2396 |
| 04 | ESO248-010 | S2 | 1335.7064 | 1.4347 | 4068.7932 | 4.3657 |
| 04 | PGC125411 | S1.9 | 1072.0659 | 1.1441 | 4470.3195 | 4.7658 |
| 04 | PGC131221 | S1.5 | 924.2269 | 1.0002 | 4343.8361 | 4.6960 |
| 04 | ESO116-018 | S2 | 1272.7425 | 1.3627 | 6305.5255 | 6.7439 |
| 04 | NGC1566 | S1.5 | 924.5778 | 1.0149 | 17444.5942 | 19.1278 |
| 04 | PGC097511 | S2 | 958.2552 | 1.0348 | 6129.2049 | 6.6119 |
| 04 | ESO157-023 | S2 | 1218.0549 | 1.3140 | 6547.3393 | 7.0553 |
| 04 | ESO200-009 | S1.9 | 924.5020 | 1.0005 | 3157.0652 | 3.4130 |
| 04 | PGC397822 | S1.5 | 932.5203 | 1.0049 | 6443.4115 | 6.9359 |
| 04 | ESO253-003 | S2 | 1342.4427 | 1.4342 | 763194.2873 | 814.5083 |
| 04 | PGC130442 | S1.5 | 1293.1089 | 1.4010 | 4157.1686 | 4.4991 |
| 04 | ESO121-028 | S2 | 1304.1302 | 1.4237 | 6951.2953 | 7.5805 |
| 04 | PGC268761 | S2 | 1100.2950 | 1.1844 | 11957.4872 | 12.8575 |
| 04 | ESO033-002 | S2 | 979.1324 | 1.0540 | 5121.1804 | 5.5066 |
| 04 | IC2202 | S2 | 1279.4755 | 1.3922 | 21393.0740 | 23.2533 |
| 04 | PGC326141 | S2 | 1800.0918 | 1.9398 | 9364.4201 | 10.0801 |
| 05 | PGC013617 | S2 | 1195.0152 | 1.0391 | 5569.7944 | 4.8391 |
| 05 | SDSSJ034538.83+000709.0 | S2 | 1162.6331 | 1.0005 | 7912.3129 | 6.8034 |
| 05 | PGC1029690 | S2 | 1165.0533 | 1.0000 | 4781.3752 | 4.1007 |
| 05 | PGC1038662 | S2 | 1186.0629 | 1.0198 | 6351.9064 | 5.4570 |
| 05 | PGC3112841 | S2 | 1185.8110 | 1.0170 | 4566.0258 | 3.9126 |
| 05 | PGC3105583 | S2 | 1198.7337 | 1.0237 | 4672.8514 | 3.9871 |
| 05 | PGC1038317 | S2 | 1171.5082 | 1.0073 | 4787.6026 | 4.1131 |
| 05 | PGC1036549 | S2 | 1174.3692 | 1.0072 | 4109.1467 | 3.5211 |
| 05 | PGC1031234 | S2 | 1179.6922 | 1.0152 | 4480.8161 | 3.8528 |
| 05 | 2MASXJ03515004-0628406 | S2 | 1236.5425 | 1.0706 | 4489.3282 | 3.8835 |
| 05 | PGC3104513 | S2 | 1361.5877 | 1.1708 | 27311.2799 | 23.4633 |
| 05 | PGC1050963 | S2 | 1255.2060 | 1.0886 | 5060.8390 | 4.3855 |
| 05 | 2MASXJ04014975-0432250 | S2 | 1172.1134 | 1.0018 | 4841.4773 | 4.1345 |
| 05 | PGC177452 | S2 | 1367.6904 | 1.1821 | 4381.0446 | 3.7833 |
| 05 | PGC1050379 | S2 | 1352.6495 | 1.1661 | 4089.8303 | 3.5227 |
| 05 | SDSSJ040137.83-051436.0 | S2 | 1164.2512 | 1.0071 | 5867.7340 | 5.0715 |
| 05 | PGC1034208 | S2 | 1166.3351 | 1.0037 | 3760.6192 | 3.2336 |
| 05 | 2MASXJ03461663-0544485 | S2 | 1152.0038 | 1.0000 | 4661.9073 | 4.0433 |
| 05 | SDSSJ034548.60+010312.7 | S2 | 1358.1367 | 1.1872 | 5087.3946 | 4.4431 |
| 05 | PGC3105063 | S2 | 1164.0133 | 1.0000 | 3497.8663 | 3.0025 |
| 05 | SDSSJ035109.74-071104.8 | S2 | 1163.6760 | 1.0049 | 5441.6846 | 4.6952 |
| 05 | PGC1053773 | S2 | 1167.8369 | 1.0129 | 4336.1675 | 3.7575 |
| 05 | PGC3105606 | S2 | 1264.7426 | 1.0838 | 4888.2192 | 4.1851 |
| 05 | PGC3105639 | S2 | 1540.6375 | 1.3304 | 5966.0176 | 5.1476 |
| 05 | UGC02936 | S2 | 1573.2264 | 1.3776 | 18324.6653 | 16.0321 |
| 05 | UGC03134 | S2 | 1172.1471 | 1.0070 | 5657.4040 | 4.8561 |
| 05 | PGC016005 | S1.5 | 1202.6557 | 1.0422 | 7661.8267 | 6.6336 |
| 05 | NGC1667 | S2 | 1238.8974 | 1.0708 | 4619.6949 | 3.9894 |
| 05 | NGC1685 | S1.9 | 1175.9665 | 1.0129 | 3520.2451 | 3.0295 |
| 05 | ESO420-013 | S2 | 1583.4544 | 1.3453 | 23303.9802 | 19.7827 |
| 05 | PGC178130 | S2 | 1250.2352 | 1.0834 | 4220.9284 | 3.6545 |
| 05 | PGC852838 | S1.5 | 1209.3604 | 1.0544 | 3992.4744 | 3.4778 |
| 05 | PGC138758 | S1.9 | 1214.2418 | 1.0540 | 4552.6643 | 3.9485 |
| 05 | PGC981198 | S1.5 | 1172.2377 | 1.0097 | 3693.0091 | 3.1781 |
| 05 | PGC944712 | S1.9 | 1426.7055 | 1.2320 | 4227.0953 | 3.6472 |
| 05 | NGC1489 | S2 | 1276.0421 | 1.0991 | 5040.5103 | 4.3378 |
| 05 | PGC014480 | S2 | 1385.9497 | 1.1917 | 20254.4074 | 17.4007 |
| 05 | PGC089963 | S2 | 1051.7793 | 1.0123 | 4367.7339 | 4.1997 |
| 05 | PGC165408 | S2 | 1167.3839 | 1.0125 | 4397.6553 | 3.8108 |
| 05 | ESO549-036 | S2 | 1230.0532 | 1.0558 | 4854.3231 | 4.1632 |
| 05 | ESO306-025 | S2 | 1320.3316 | 1.1412 | 4961.2492 | 4.2843 |
| 05 | ESO362-008 | S2 | 1168.4918 | 1.0073 | 6978.8785 | 6.0111 |
| 05 | ESO362-018 | S1.5 | 1510.6159 | 1.2824 | 829515.7441 | 703.5757 |
| 05 | ESO304-011 | S2 | 1251.3787 | 1.0769 | 4466.4670 | 3.8405 |
| 05 | PGC132310 | S2 | 1171.3425 | 1.0203 | 4171.8270 | 3.6308 |
| 05 | PGC130442 | S1.5 | 1211.5789 | 1.0490 | 3992.0590 | 3.4533 |
| 05 | NGC1566 | S1.5 | 1275.2732 | 1.0753 | 477926.1830 | 402.6337 |
| 05 | ESO157-023 | S2 | 1343.9980 | 1.1687 | 5978.6843 | 5.1943 |
| 05 | ESO253-008 | S2 | 1360.7762 | 1.1812 | 5497.6727 | 4.7681 |
| 05 | ESO254-017 | S2 | 1501.7697 | 1.2792 | 55091.8499 | 46.8867 |
| 05 | ESO253-003 | S2 | 1406.5421 | 1.1860 | 277009.4871 | 233.3694 |
| 05 | PGC017883 | S2 | 1213.5931 | 1.0498 | 3857.3869 | 3.3340 |
| 05 | ESO121-028 | S2 | 1195.5555 | 1.0351 | 5532.1967 | 4.7856 |
| 05 | PGC326141 | S2 | 1425.7810 | 1.2291 | 7083.6345 | 6.1013 |
| 05 | ESO033-002 | S2 | 2149.0096 | 1.8399 | 10726.1684 | 9.1755 |
| 05 | ESO055-002 | S2 | 1186.5257 | 1.0115 | 5655.6390 | 4.8174 |
| 05 | PGC268761 | S2 | 1193.7470 | 1.0203 | 6902.2235 | 5.8943 |
| 05 | IC2202 | S2 | 1469.8188 | 1.2826 | 5995.5730 | 5.2272 |
| 06 | PGC086000 | S1.8 | 990.9938 | 1.0123 | 3685.1954 | 3.7604 |
| 06 | PGC019313 | S2 | 987.0088 | 1.0092 | 3390.7100 | 3.4634 |
| 06 | ESO306-025 | S2 | 985.7762 | 1.0059 | 3272.9152 | 3.3363 |
| 06 | ESO362-008 | S2 | 976.9377 | 1.0010 | 3758.3515 | 3.8468 |
| 06 | ESO362-018 | S1.5 | 987.4035 | 1.0024 | 48729.4410 | 49.4213 |
| 06 | ESO253-008 | S2 | 979.4237 | 1.0004 | 5334.2100 | 5.4431 |
| 06 | ESO253-003 | S2 | 1058.5633 | 1.0835 | 4010.9130 | 4.1011 |
| 06 | PGC017883 | S2 | 987.4488 | 1.0097 | 4102.8686 | 4.1909 |
| 06 | ESO121-028 | S2 | 1184.3400 | 1.2085 | 6079.2372 | 6.1970 |
| 06 | PGC326141 | S2 | 980.9823 | 1.0010 | 3316.8465 | 3.3811 |
| 06 | ESO033-002 | S2 | 978.8708 | 1.0009 | 4476.1039 | 4.5721 |
| 06 | ESO055-002 | S2 | 1014.8629 | 1.0377 | 3483.6614 | 3.5584 |
| 06 | PGC268761 | S2 | 971.5854 | 1.0047 | 6899.9095 | 7.1280 |
| 06 | IC2202 | S2 | 1257.1337 | 1.2974 | 5734.1324 | 5.9115 |
| 07 | PGC024141 | S1.8 | 1198.9699 | 2.7065 | 9046.4082 | 20.3748 |
| 07 | PGC023859 | S2 | 453.1919 | 1.0093 | 1651.6114 | 3.6702 |
| 07 | PGC1376353 | S1.5 | 157.6937 | 1.0801 | 777.9857 | 5.2924 |
| 07 | PGC3095819 | S1.5 | 181.8476 | 1.2717 | 842.7975 | 5.8528 |
| 07 | PGC086000 | S1.8 | 1083.9676 | 1.0009 | 4046.0600 | 3.7325 |
| 07 | ESO254-017 | S2 | 875.5064 | 1.2525 | 30934.9195 | 44.1927 |
| 07 | PGC017883 | S2 | 692.9759 | 1.0014 | 3542.6537 | 5.1121 |
| 07 | ESO209-012 | S1.5 | 1033.6454 | 1.1043 | 4284.8100 | 4.5729 |
| 07 | IC2202 | S2 | 915.5200 | 1.0150 | 3397.2296 | 3.7622 |
| 07 | PGC326141 | S2 | 1081.3951 | 1.1793 | 4771.0205 | 5.1972 |
| 07 | ESO055-002 | S2 | 931.2593 | 1.0189 | 3371.3526 | 3.6845 |
| 07 | PGC268761 | S2 | 1024.6482 | 1.1272 | 3991.7706 | 4.3866 |
| 07 | ESO033-002 | S2 | 1248.7356 | 1.1541 | 6057.4374 | 5.5932 |
| 19 | SDSSJ165641.98+632307.7 | S1.8 | 996.8513 | 1.0029 | 24960.7195 | 25.0862 |
| 19 | PGC2648277 | S2 | 1185.8444 | 1.0674 | 4405.7213 | 3.9620 |
| 19 | PGC3135565 | S2 | 1155.4134 | 1.0289 | 8431.1525 | 7.5010 |
| 19 | PGC2580033 | S2 | 1106.6031 | 1.0015 | 3426.3603 | 3.0980 |
| 19 | PGC3140013 | S2 | 1175.2360 | 1.0327 | 3902.5819 | 3.4263 |
| 19 | PGC2588519 | S2 | 1158.9917 | 1.0320 | 4987.0650 | 4.4369 |
| 19 | PGC3139201 | S2 | 1158.9270 | 1.0229 | 4405.9318 | 3.8853 |
| 19 | PGC2546780 | S2 | 1126.0790 | 1.0027 | 5782.6047 | 5.1447 |
| 19 | PGC2639903 | S2 | 1144.0064 | 1.0000 | 5723.5724 | 4.9988 |
| 19 | 2MASXJ17043832+5946593 | S2 | 1201.0515 | 1.0676 | 4382.4085 | 3.8920 |
| 19 | PGC3137771 | S2 | 1267.9268 | 1.1402 | 6112.3856 | 5.4918 |
| 19 | PGC2651330 | S2 | 1213.4685 | 1.0854 | 4571.3137 | 4.0852 |
| 19 | PGC097545 | S2 | 1222.8509 | 1.0736 | 5224.2167 | 4.5826 |
| 19 | PGC2636237 | S2 | 1324.7193 | 1.2462 | 5531.3143 | 5.1986 |
| 19 | PGC2656178 | S2 | 1074.4912 | 1.0023 | 4050.1237 | 3.7746 |
| 19 | PGC3135441 | S2 | 1177.3210 | 1.0391 | 4798.7783 | 4.2317 |
| 19 | PGC3137681 | S2 | 1769.7856 | 1.5844 | 20513.6190 | 18.3485 |
| 19 | SDSSJ172603.07+602115.6 | S2 | 1158.1348 | 1.0434 | 5771.4309 | 5.1948 |
| 19 | PGC2612892 | S2 | 1259.3242 | 1.1274 | 11400.0180 | 10.1968 |
| 19 | PGC2661814 | S2 | 1392.4642 | 1.2247 | 6398.8031 | 5.6228 |
| 19 | PGC3135640 | S2 | 1570.2164 | 1.3678 | 20068.7208 | 17.4662 |
| 19 | PGC3136612 | S2 | 1348.3943 | 1.1756 | 541659.2061 | 471.8286 |
| 19 | PGC3139163 | S2 | 1163.3045 | 1.0222 | 4530.5018 | 3.9776 |
| 19 | PGC3135624 | S2 | 1508.7023 | 1.3363 | 6407.7571 | 5.6706 |
| 19 | PGC3137700 | S2 | 1180.1005 | 1.0758 | 6154.5489 | 5.6052 |
| 19 | PGC3136684 | S2 | 1135.2633 | 1.0002 | 5002.4119 | 4.4035 |
| 19 | PGC3137164 | S2 | 1211.1172 | 1.0931 | 4770.0684 | 4.3012 |
| 19 | PGC3136317 | S2 | 1131.0616 | 1.0001 | 5448.8234 | 4.8134 |
| 19 | PGC2514311 | S2 | 1445.4711 | 1.2680 | 6200.4941 | 5.4343 |
| 19 | PGC3137995 | S2 | 1153.8775 | 1.0157 | 6762.6856 | 5.9478 |
| 19 | PGC2640097 | S2 | 1161.9649 | 1.0310 | 4266.0321 | 3.7819 |
| 19 | PGC3136484 | S2 | 1136.3497 | 1.0047 | 7678.1100 | 6.7828 |
| 19 | PGC3138820 | S2 | 1202.5508 | 1.0623 | 4732.9213 | 4.1773 |
| 19 | PGC3137399 | S2 | 1141.5051 | 1.0358 | 4060.4108 | 3.6812 |
| 19 | PGC2580511 | S2 | 1132.2964 | 1.0379 | 6037.7656 | 5.5291 |
| 19 | PGC2532265 | S2 | 1362.8137 | 1.2168 | 5376.7815 | 4.7964 |
| 19 | PGC2585390 | S2 | 1135.1455 | 1.0001 | 4684.7175 | 4.1239 |
| 19 | PGC2600291 | S2 | 1110.1114 | 1.0028 | 4963.1911 | 4.4794 |
| 19 | PGC2633897 | S2 | 1136.4225 | 1.0004 | 5378.8670 | 4.7308 |
| 19 | PGC2560827 | S2 | 1158.6793 | 1.0164 | 4295.4379 | 3.7646 |
| 19 | PGC3137183 | S2 | 1193.2223 | 1.0485 | 5236.8517 | 4.5978 |
| 19 | PGC2647147 | S2 | 1214.9387 | 1.0799 | 6042.9990 | 5.3668 |
| 19 | PGC3136419 | S2 | 1277.0809 | 1.1403 | 6875.4598 | 6.1333 |
| 19 | PGC3138144 | S2 | 1107.6321 | 1.0042 | 4209.6311 | 3.8131 |
| 19 | PGC3139048 | S2 | 1106.2517 | 1.0002 | 4393.7561 | 3.9691 |
| 19 | PGC059581 | S2 | 1326.3682 | 1.1896 | 5544.2017 | 4.9679 |
| 19 | SDSSJ172630.22+615344.1 | S2 | 1641.8366 | 1.5077 | 10797.6218 | 9.9061 |
| 19 | PGC060453 | S2 | 1157.1993 | 1.0098 | 4362.9425 | 3.8038 |
| 19 | PGC3139537 | S2 | 1495.4471 | 1.3129 | 5353.6967 | 4.6962 |
| 19 | UGC10889 | S2 | 1138.5087 | 1.0165 | 5243.9447 | 4.6779 |
| 19 | PGC2506355 | S2 | 1146.0061 | 1.0026 | 4570.9071 | 3.9955 |
| 19 | PGC2576659 | S2 | 1245.7893 | 1.1143 | 6620.4723 | 5.9164 |
| 19 | PGC2507362 | S2 | 1465.3965 | 1.2854 | 8927.8573 | 7.8246 |
| 19 | PGC2629563 | S2 | 1106.0255 | 1.0082 | 6933.8577 | 6.3150 |
| 19 | PGC3139985 | S2 | 1157.7698 | 1.0337 | 5602.3034 | 4.9976 |
| 19 | PGC3137603 | S2 | 1257.3062 | 1.1127 | 4816.3871 | 4.2585 |
| 19 | PGC2677795 | S2 | 1253.6237 | 1.1294 | 4653.5857 | 4.1886 |
| 19 | SDSSJ172436.53+633724.6 | S2 | 1335.1899 | 1.1795 | 6168.9350 | 5.4448 |
| 19 | PGC2596729 | S2 | 1162.5325 | 1.0483 | 3989.1939 | 3.5939 |
| 19 | PGC3136130 | S2 | 1200.5994 | 1.0569 | 5176.9542 | 4.5532 |
| 19 | PGC3137966 | S2 | 1265.7110 | 1.1231 | 5065.2083 | 4.4904 |
| 19 | PGC2816183 | S1.8 | 1271.7765 | 1.1614 | 6360.9627 | 5.8038 |
| 19 | PGC2669339 | S2 | 1199.0289 | 1.0555 | 5261.1532 | 4.6272 |
| 19 | PGC3137651 | S2 | 1221.9323 | 1.0794 | 10167.5785 | 8.9740 |
| 19 | PGC3138317 | S2 | 1135.6608 | 1.0086 | 4833.3325 | 4.2887 |
| 19 | PGC3135717 | S2 | 1282.3531 | 1.1511 | 4916.4980 | 4.4094 |
| 19 | PGC060005 | S2 | 1188.6923 | 1.0391 | 3924.4570 | 3.4275 |
| 19 | PGC3136754 | S2 | 1583.2840 | 1.3987 | 17276.1498 | 15.2481 |
| 19 | PGC2533337 | S2 | 1394.3623 | 1.2285 | 5871.0785 | 5.1682 |
| 19 | SDSSJ173707.88+574832.5 | S2 | 1164.9569 | 1.0246 | 7027.8258 | 6.1756 |
| 19 | PGC2602568 | S2 | 1197.5224 | 1.0769 | 3959.3606 | 3.5574 |
| 19 | 2MASXJ17160586+6344410 | S2 | 1388.2194 | 1.2950 | 4828.6407 | 4.5001 |
| 19 | PGC3137112 | S2 | 1136.6782 | 1.0185 | 6147.0017 | 5.5031 |
| 19 | PGC059909 | S2 | 1121.1113 | 1.0001 | 3920.3164 | 3.4940 |
| 19 | PGC059917 | S2 | 1076.8961 | 1.0036 | 3272.4301 | 3.0470 |
| 19 | SDSSJ172908.33+571901.0 | S2 | 4828.0365 | 4.2129 | 79605.0162 | 69.4028 |
| 19 | PGC2642561 | S2 | 1181.4551 | 1.0644 | 4359.3034 | 3.9238 |
| 19 | PGC3137130 | S2 | 1369.4878 | 1.2109 | 6813.9958 | 6.0194 |
| 19 | PGC3136618 | S2 | 1327.4801 | 1.1758 | 5266.7688 | 4.6609 |
| 19 | PGC3137099 | S2 | 1199.1154 | 1.0556 | 5056.0280 | 4.4468 |
| 19 | PGC3138088 | S2 | 1097.5771 | 1.0910 | 91952.0521 | 91.3129 |
| 19 | PGC3136032 | S2 | 1128.4684 | 1.0049 | 6208.5460 | 5.5236 |
| 19 | PGC3139171 | S2 | 1198.6157 | 1.0551 | 4948.0922 | 4.3519 |
| 19 | PGC2586571 | S2 | 1140.0113 | 1.0243 | 4746.1891 | 4.2605 |
| 19 | PGC2659173 | S2 | 1124.9992 | 1.0081 | 5081.7720 | 4.5495 |
| 19 | PGC2562939 | S2 | 1487.5349 | 1.3401 | 9346.7468 | 8.4129 |
| 19 | PGC3137002 | S2 | 1136.8339 | 1.0458 | 5269.7695 | 4.8435 |
| 19 | SDSSJ172419.94+551058.7 | S2 | 1281.1759 | 1.1460 | 5450.2745 | 4.8707 |
| 19 | 2MASXJ17335884+5830269 | S2 | 1544.3226 | 1.3740 | 7034.6576 | 6.2530 |
| 19 | PGC3136476 | S2 | 1146.6686 | 1.0112 | 5098.3899 | 4.4920 |
| 19 | PGC3140009 | S2 | 2763.0395 | 2.4216 | 311759.9564 | 272.9947 |
| 19 | PGC3137632 | S2 | 1202.9233 | 1.0655 | 4347.6248 | 3.8475 |
| 19 | PGC2591970 | S2 | 1153.0687 | 1.0115 | 4348.2663 | 3.8109 |
| 19 | PGC3136019 | S2 | 1134.0012 | 1.0000 | 4011.4835 | 3.5343 |
| 19 | SDSSJ171747.51+643141.0 | S2 | 1148.0555 | 1.0000 | 190944.5984 | 166.1833 |
| 19 | SDSSJ172040.35+611443.7 | S2 | 1125.8176 | 1.0034 | 3920.8655 | 3.4914 |
| 19 | PGC059755 | S2 | 1163.3521 | 1.0223 | 4218.1716 | 3.7034 |
| 19 | PGC2678729 | S2 | 2620.7656 | 2.2829 | 44314.7103 | 38.5681 |
| 19 | PGC2642465 | S2 | 1138.0108 | 1.0000 | 4947.0696 | 4.3433 |
| 19 | PGC3137785 | S2 | 1429.7989 | 1.2777 | 5318.1463 | 4.7483 |
| 19 | PGC2644384 | S2 | 1242.6215 | 1.1155 | 4684.1721 | 4.2011 |
| 19 | PGC2582037 | S2 | 1152.5150 | 1.0181 | 4574.1522 | 4.0372 |
| 19 | PGC2603268 | S2 | 1421.1992 | 1.2577 | 5862.3543 | 5.1833 |
| 19 | PGC2543407 | S2 | 1167.9877 | 1.0255 | 3941.6459 | 3.4576 |
| 19 | PGC3137947 | S2 | 999.0450 | 1.0021 | 18673.2159 | 18.7106 |
| 19 | PGC3135967 | S2 | 1466.1500 | 1.2895 | 6746.3862 | 5.9283 |
| 19 | PGC3137527 | S2 | 1121.1492 | 1.0458 | 4444.4610 | 4.1421 |
| 19 | PGC2575530 | S2 | 1127.1966 | 1.0020 | 5099.6329 | 4.5290 |
| 19 | PGC3136998 | S2 | 1344.2118 | 1.1938 | 5386.8568 | 4.7798 |
| 19 | PGC2566584 | S2 | 1155.3299 | 1.0188 | 3974.1676 | 3.5015 |
| 19 | PGC2594060 | S2 | 1142.7798 | 1.0016 | 4298.0978 | 3.7637 |
| 19 | SDSSJ170000.78+612225.2 | S2 | 1114.7974 | 1.0034 | 3930.7514 | 3.5348 |
| 19 | PGC060399 | S2 | 1121.9605 | 1.0026 | 3562.8189 | 3.1811 |
| 19 | PGC3139346 | S2 | 1235.8854 | 1.1064 | 4215.0227 | 3.7701 |
| 19 | PGC3137340 | S2 | 1142.8768 | 1.0150 | 4169.4610 | 3.6996 |
| 19 | PGC3135979 | S2 | 1321.4269 | 1.1581 | 5070.4383 | 4.4400 |
| 19 | PGC2571583 | S2 | 1158.2048 | 1.0169 | 4553.2529 | 3.9941 |
| 19 | PGC2586909 | S2 | 1325.0140 | 1.1674 | 6613.5980 | 5.8218 |
| 19 | PGC3139447 | S2 | 1829.3403 | 1.6132 | 21932.6478 | 19.3239 |
| 19 | PGC3139318 | S2 | 1826.7879 | 1.6138 | 8908.9683 | 7.8632 |
| 20 | PGC3130589 | S2 | 1107.0272 | 1.0138 | 3579.0939 | 3.2746 |
| 20 | PGC2218451 | S2 | 1573.3648 | 1.4251 | 14349.1432 | 12.9856 |
| 20 | PGC2225690 | S2 | 999.0841 | 1.0031 | 42862.5234 | 42.9915 |
| 20 | PGC2256344 | S2 | 1111.4530 | 1.0068 | 3420.0798 | 3.0951 |
| 20 | PGC2166233 | S2 | 1134.0240 | 1.0291 | 2953.2524 | 2.6775 |
| 20 | PGC3131621 | S2 | 1104.5834 | 1.0033 | 3808.7279 | 3.4562 |
| 20 | PGC3131049 | S2 | 1226.4477 | 1.1170 | 9486.9570 | 8.6324 |
| 20 | PGC3131269 | S2 | 1204.7542 | 1.0942 | 4179.1877 | 3.7924 |
| 20 | PGC2356735 | S2 | 1254.9454 | 1.1440 | 3954.1341 | 3.6012 |
| 20 | PGC2325697 | S2 | 1105.2611 | 1.0002 | 5238.6187 | 4.7365 |
| 20 | PGC3131770 | S2 | 1126.9127 | 1.0377 | 6860.3503 | 6.3113 |
| 20 | PGC2190352 | S2 | 1383.8148 | 1.2569 | 403853.2584 | 366.4730 |
| 20 | PGC2317854 | S2 | 1229.8551 | 1.1242 | 4119.3277 | 3.7619 |
| 20 | PGC2259110 | S2 | 1126.6556 | 1.0261 | 2959.3846 | 2.6928 |
| 20 | PGC023138 | S1.5 | 1253.3287 | 1.1415 | 9540.5940 | 8.6812 |
| 20 | PGC3131501 | S2 | 1139.1381 | 1.0346 | 3503.1780 | 3.1789 |
| 20 | PGC3130307 | S2 | 1092.1636 | 1.0029 | 3227.2190 | 2.9608 |
| 20 | PGC3131504 | S2 | 1110.6001 | 1.0087 | 3997.3282 | 3.6273 |
| 20 | PGC2262324 | S2 | 1437.6213 | 1.3081 | 5399.0757 | 4.9083 |
| 20 | UGC04229 | S2 | 1215.7657 | 1.1083 | 5633.9609 | 5.1311 |
| 20 | PGC2162568 | S2 | 1658.5413 | 1.4982 | 77818.8815 | 70.2336 |
| 20 | PGC2291127 | S2 | 1102.8455 | 1.0062 | 3337.1284 | 3.0420 |
| 20 | PGC2820656 | S2 | 1130.5608 | 1.0278 | 12678.7574 | 11.5157 |
| 20 | PGC2224960 | S2 | 1137.0635 | 1.0309 | 3527.5084 | 3.1952 |
| 20 | PGC3130615 | S2 | 1245.2481 | 1.1310 | 3523.3443 | 3.1972 |
| 20 | PGC2264228 | S2 | 1107.1381 | 1.0047 | 4140.3689 | 3.7537 |
| 20 | PGC2192814 | S2 | 1102.0463 | 1.0028 | 2546.7210 | 2.3152 |
| 20 | PGC2312528 | S2 | 1168.3877 | 1.0631 | 3803.3280 | 3.4576 |
| 20 | PGC3130850 | S2 | 1096.3285 | 1.0003 | 4235.0933 | 3.8606 |
| 20 | PGC2260667 | S2 | 1109.7610 | 1.0080 | 3059.5806 | 2.7764 |
| 20 | PGC3131736 | S2 | 1147.2369 | 1.0564 | 3682.0314 | 3.3873 |
| 20 | 2MASXJ07564214+4439348 | S2 | 1119.2530 | 1.0138 | 3290.5045 | 2.9778 |
| 20 | PGC3130100 | S2 | 1084.1262 | 1.0010 | 3865.7908 | 3.5662 |
| 20 | PGC3131388 | S2 | 1118.0383 | 1.0164 | 3685.6400 | 3.3475 |
| 20 | PGC3131206 | S2 | 1145.4186 | 1.0645 | 9742.1643 | 9.0456 |
| 20 | PGC2302672 | S2 | 1107.0754 | 1.0055 | 3532.0908 | 3.2052 |
| 20 | PGC2207837 | S2 | 1168.9506 | 1.0617 | 29805.7904 | 27.0470 |
| 20 | 2MASXJ08113873+5006289 | S2 | 1105.0928 | 1.0001 | 5674.4103 | 5.1306 |
| 20 | PGC2225501 | S2 | 1136.8846 | 1.0326 | 3315.4662 | 3.0086 |
| 20 | PGC2159372 | S2 | 1167.5428 | 1.0547 | 49736.1020 | 44.8882 |
| 20 | PGC2301259 | S2 | 1156.2862 | 1.0483 | 3473.2085 | 3.1460 |
| 20 | PGC2314090 | S2 | 1294.9602 | 1.1730 | 4997.2873 | 4.5224 |
| 20 | PGC2163230 | S2 | 1295.4005 | 1.1776 | 4108.2469 | 3.7314 |
| 20 | PGC3130138 | S2 | 1097.1338 | 1.0084 | 3299.0157 | 3.0294 |
| 20 | PGC2334840 | S2 | 1116.0786 | 1.0165 | 4317.9328 | 3.9290 |
| 20 | PGC3131072 | S2 | 1178.1064 | 1.0779 | 3164.2887 | 2.8924 |
| 20 | PGC2309603 | S2 | 1260.4436 | 1.1417 | 4530.2268 | 4.0998 |
| 20 | PGC2272950 | S1.9 | 1100.0400 | 1.0000 | 3962.4461 | 3.5990 |
| 20 | PGC2197992 | S2 | 1185.3088 | 1.0756 | 4757.4364 | 4.3132 |
| 20 | PGC2281134 | S2 | 1423.5421 | 1.2941 | 6094.6622 | 5.5356 |
| 20 | PGC3130386 | S2 | 1096.2152 | 1.0020 | 3348.1711 | 3.0577 |
| 20 | PGC2327141 | S2 | 1160.1307 | 1.0528 | 4861.8759 | 4.4079 |
| 20 | PGC3130875 | S2 | 1103.2555 | 1.0011 | 2973.0479 | 2.6954 |
